Age,Avg_Monthly_GB_Download,Avg_Monthly_Long_Distance_Charges,CLTV,Dependents,Device_Protection_Plan,Gender,Internet_Service,Married,Monthly_Charge,Multiple_Lines,Number_of_Dependents,Number_of_Referrals,Online_Backup,Online_Security,Paperless_Billing,Partner,Phone_Service,Population,Premium_Tech_Support,Referred_a_Friend,Satisfaction_Score,Senior_Citizen,Streaming_Movies,Streaming_Music,Streaming_TV,Tenure_in_Months,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Refunds,Total_Revenue,Unlimited_Data,Monthly_to_Total_Ratio,Tenure_Quartile,Early_Churner_Risk,Low_Satisfaction,Contract_One_Year,Contract_Two_Year,Internet_Type_DSL,Internet_Type_Fiber_Optic,Internet_Type_No_Internet,Offer_Offer_A,Offer_Offer_B,Offer_Offer_C,Offer_Offer_D,Offer_Offer_E,Payment_Method_Credit_Card,Payment_Method_Mailed_Check,Churn
-0.4483642680761578,-0.8088851646617503,1.1536885654228153,-0.8810814895673919,-0.5480932437464201,1,0,1,1,0.7540672281564545,1,-0.4868349044431689,-0.31718476167849363,0,0,0,1,1,-1.0068891740841113,0,1,3,0,0,0,1,0.06573806234738858,-0.27330037394865414,0.7529184725366517,-0.24831296685183654,0.4280245941023197,1,-0.4537700638577217,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.8662956133035624,-1.0047956244259384,0.2862071389987949,-0.7990847011253864,-0.5480932437464201,0,1,0,1,-1.4960059100684764,0,-0.4868349044431689,0.6824866031044556,0,0,0,1,1,-0.6301201786961121,0,1,3,0,0,0,0,-0.34175460893641574,-0.27330037394865414,-0.10864548491186808,1.84734486926563,-0.6668999318153418,0,-0.4159270528276876,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0.9845432012749437,-0.025243325604997886,-1.2027535182961653,-1.4854908064337202,-0.5480932437464201,0,1,1,0,0.31202922611226586,1,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,-0.9925635365383008,0,0,5,0,0,0,0,-0.5862502117066983,-0.27330037394865414,-0.79170718673985,-0.24831296685183654,-0.5474828757954342,1,-0.3698727394401892,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.14868051082013445,0.36657759392337835,-0.21227099409560476,0.4460830243908396,-0.5480932437464201,1,0,1,0,0.9102761461720702,1,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,1.532247342080086,0,0,4,0,0,0,1,1.3697146104555624,-0.27330037394865414,0.6493985037530101,-0.24831296685183654,1.5083417959196883,1,-0.5092154062507741,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
-0.3886597901865286,-1.0047956244259384,1.6806511632654664,-0.17945948537291279,-0.5480932437464201,0,0,0,0,-1.477726143066649,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,-0.9576713896445445,0,0,3,0,0,0,0,-0.8714950816053614,-0.27330037394865414,-0.24920774284492792,-0.24831296685183654,-0.7853257142284434,0,-0.2653425529545981,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.08897603293050522,-0.36808663019232707,-0.8421660895512553,-0.9639236057252941,-0.5480932437464201,0,0,1,0,1.0581760791868549,1,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,-0.37991795462868955,0,0,1,0,1,1,1,-1.1974892186324049,-0.27330037394865414,-0.8495739515813676,-0.24831296685183654,-0.9468160521372228,1,0.6380131376859053,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1.4621790243919774,0.31759997898233133,0.34576556529059344,-0.3079492981892511,1.8245070732210271,0,1,1,1,1.2093996062019723,1,0.5518740419346677,2.348605544409371,1,0,0,1,1,-0.9709096025581647,0,1,5,1,1,0,1,0.2287351308609103,-0.27330037394865414,0.3854249457456133,-0.24831296685183654,0.6222932786361525,1,-0.46613580885343037,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
-0.32895531229689934,-0.6129747048975622,1.0268032224533317,-0.34091707910923263,-0.5480932437464201,1,1,1,1,0.19237984210030468,1,-0.4868349044431689,1.682157967887405,1,0,1,1,1,-0.46294046132982225,0,1,4,0,1,1,0,0.6362278021447146,-0.27330037394865414,1.3161597084425363,-0.24831296685183654,0.7851588341543738,1,-0.48949381457347874,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-1.6424538258687422,1.8848836570958363,-0.273124168785051,1.2635149256632026,1.8245070732210271,0,0,1,0,1.3905354792200795,1,1.5905829883125042,-0.6504085499394767,1,0,1,0,1,-0.9417855341482002,1,0,4,0,1,1,1,1.4104638775839429,-0.27330037394865414,0.5982527409924931,-0.24831296685183654,1.90781807866246,1,-0.5110364495786466,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
-0.32895531229689934,-1.0047956244259384,0.013015227095110982,-1.2183672482102799,-0.5480932437464201,0,1,0,0,-1.479387940066815,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,0.49285851103355943,0,0,1,0,0,0,0,-1.2789877528891658,-0.27330037394865414,-0.8574761491071843,-0.24831296685183654,-1.043967846404259,0,2.9104006958373025,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
0.8651342454956852,-1.0047956244259384,0.000715117317456881,-0.16593424191856138,-0.5480932437464201,0,1,0,0,-1.4860351280674797,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,0.12143208014284285,0,0,3,0,0,0,0,-0.5862502117066983,-0.27330037394865414,-0.39645556699564427,-0.24831296685183654,-0.7896747526583036,0,-0.36130403934336264,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.26925083440727016,0.36657759392337835,-0.2906032721532962,1.774092866064968,-0.5480932437464201,1,0,1,0,0.684271754149477,1,-0.4868349044431689,-0.6504085499394767,0,1,1,0,1,-0.4138645148857586,1,0,3,0,1,1,1,1.4919624118407038,-0.27330037394865414,0.6205182751272679,-0.24831296685183654,1.444135887478856,1,-0.5119194912969138,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
-0.8065911354139331,-1.0047956244259384,-0.8512293283347898,-0.33330912966616,-0.5480932437464201,0,1,0,1,-1.4943441130683104,0,-0.4868349044431689,0.01603902658248947,0,0,0,1,1,2.631160851906069,0,1,5,0,0,0,0,-0.09725900616613314,-0.27330037394865414,-0.5372068161998745,-0.24831296685183654,-0.7551232828210761,0,-0.4396901407933128,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0.566611856047539,-0.8578627796027974,-0.7133386239853,0.5373784177077116,-0.5480932437464201,1,1,1,1,0.20567421810163386,0,-0.4868349044431689,0.6824866031044556,1,1,0,1,1,-1.0014993302549944,0,1,3,0,1,1,0,1.4512131447123233,-0.27330037394865414,0.07420356994559124,-0.24831296685183654,0.8792286052002491,1,-0.5101304367482741,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-1.582749347979113,1.297152277803272,0.7982801302684964,-0.5547849912311642,-0.5480932437464201,1,0,1,1,1.1861344481996465,1,-0.4868349044431689,2.6818293326703544,0,0,1,1,1,0.15500040574523702,0,1,5,0,1,1,1,0.06573806234738858,-0.27330037394865414,0.5324365308073663,-0.24831296685183654,0.5515289085502902,1,-0.4574424830972646,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9845432012749437,-1.0047956244259384,-0.8913665286618714,1.2449177159134694,-0.5480932437464201,0,1,0,0,-1.5076384890696393,0,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,-1.008307554039142,0,0,5,0,0,0,0,-1.034492150118883,-0.27330037394865414,-0.8088463326441248,-0.24831296685183654,-0.9778003331499583,0,-0.14767623017388345,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.566611856047539,0.12168951921814321,1.0624088033886459,0.30406796812014986,-0.5480932437464201,0,1,1,0,1.1711782751981514,1,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,1.40492410145016,1,0,1,0,1,1,1,0.43248146650281244,5.303678821433216,1.1148249448737124,-0.24831296685183654,1.0506386599771365,0,-0.47811984104952165,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1.6412924580608652,-0.221153785369186,0.3379970749047066,0.936373099611078,-0.5480932437464201,1,1,1,1,1.1861344481996465,1,-0.4868349044431689,-0.31718476167849363,0,0,1,1,1,-0.418403330741857,0,1,3,1,1,0,1,-0.6269994788350788,-0.27330037394865414,-0.318969145815739,-0.24831296685183654,-0.3256086174720637,1,-0.3390500770581225,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.284226958530967,2.717503111093636,1.6845354084584094,1.6963227162024475,-0.5480932437464201,0,0,1,1,-0.1615829189350795,1,-0.4868349044431689,-0.31718476167849363,1,0,1,1,1,0.8999808374592163,1,1,3,0,0,0,0,1.043720473428519,-0.27330037394865414,2.4707546318409173,-0.24831296685183654,1.155867239899627,1,-0.5023852593124494,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.044247679164573,-0.221153785369186,-0.2698872977909315,0.9676502250992656,-0.5480932437464201,0,1,1,0,1.2293411702039656,1,-0.4868349044431689,-0.6504085499394767,1,0,1,0,1,0.1621395848522251,0,0,2,0,1,1,1,0.39173219937443204,-0.27330037394865414,0.04734318553048382,-0.24831296685183654,0.7079407144242007,1,-0.4778804664303615,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.32779394448902216,-0.07422094054604492,-1.4863034173810314,-0.23947775320159714,1.8245070732210271,1,0,1,1,-0.2114368289400632,0,1.5905829883125042,-0.31718476167849363,1,0,1,1,0,-0.3651195237645355,1,1,5,0,1,1,1,1.532711678969084,-0.27330037394865414,-0.8848326356091142,3.8683385675021005,0.36517994167083345,1,-0.5129227454533549,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.7468866575243039,0.07271190427709617,0.9717764155533004,-0.3628955997225537,1.8245070732210271,0,1,1,1,-0.3477041829536853,0,0.5518740419346677,1.3489341796264218,0,1,0,1,1,-0.8957827442733699,1,1,4,0,0,0,0,-0.3010053418080353,-0.27330037394865414,0.2364171403821216,-0.24831296685183654,-0.2751583755256765,1,-0.41210934600204696,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1.343931436420596,1.346129892744319,0.17809564779520443,-0.8793908341355979,-0.5480932437464201,1,1,1,0,0.22063039110312907,1,-0.4868349044431689,-0.6504085499394767,1,0,1,0,1,0.9041414186606398,0,0,5,0,1,1,0,-0.6677487459634592,-0.27330037394865414,-0.39893607742975706,-0.24831296685183654,-0.49246719061770095,1,-0.35005190996739854,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.880110369619382,0.023734289336049142,-0.35275119524039,-0.2217258711677609,-0.5480932437464201,0,1,1,1,0.5164302571326987,1,-0.4868349044431689,-0.31718476167849363,0,1,1,1,1,-0.6194350497015473,0,1,1,1,0,0,0,-1.2789877528891658,-0.27330037394865414,-0.8641499033703925,-0.24831296685183654,-1.0249800702738905,1,3.0371551543065998,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4472029002682806,-0.41706424513337415,0.24930680966583282,0.11386923204333327,-0.5480932437464201,0,0,1,0,0.5014740841312035,0,-0.4868349044431689,-0.6504085499394767,1,1,1,0,1,1.185973515725248,0,0,2,0,0,0,0,-0.3010053418080353,-0.27330037394865414,-0.09313638872143888,-0.24831296685183654,-0.12173784247230388,1,-0.4202734890200707,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.26925083440727016,0.31759997898233133,-1.4863034173810314,1.0335857869392286,-0.5480932437464201,1,0,1,1,-0.23802558094272108,0,-0.4868349044431689,1.3489341796264218,1,1,0,1,0,0.07382179298564431,0,1,4,0,1,1,1,-0.34175460893641574,-0.27330037394865414,-0.8848326356091142,-0.24831296685183654,-0.5817202096305049,1,-0.41122628077063567,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.6274777017450455,0.21964474910023726,0.018194220685702037,0.33196378274474964,-0.5480932437464201,1,0,1,1,0.8089065291619363,1,-0.4868349044431689,-0.31718476167849363,0,0,1,1,1,1.410361224611111,0,1,1,0,1,1,0,-0.3010053418080353,-0.27330037394865414,-0.19855808217123377,-0.24831296685183654,-0.029661089840112426,1,-0.4275552246301986,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.38749842237865134,-1.0047956244259384,-0.16436530338263633,0.642199054478935,1.8245070732210271,0,1,0,1,-1.3447823830533592,1,2.629291934690341,0.34926281484347255,0,0,0,1,1,-0.5176426482621744,0,1,4,0,0,0,0,1.614210213225845,-0.27330037394865414,0.8518081551766161,-0.24831296685183654,0.027612884153125846,0,-0.5107935780807993,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
-0.6871821796346748,-0.12319855548709195,0.9536499379862313,-0.32485585250719035,-0.5480932437464201,1,0,1,0,1.1296333501939984,1,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,0.05779409949379695,0,0,1,0,1,1,1,-0.34175460893641574,-0.27330037394865414,0.1836295159533111,-0.24831296685183654,0.09685194942851567,1,-0.4151580186488449,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0.14868051082013445,-1.0047956244259384,-1.301801770716221,0.9854021071331018,-0.5480932437464201,0,0,0,0,-1.5076384890696393,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,0.18511734012372308,0,0,3,0,0,0,0,-1.2789877528891658,-0.27330037394865414,-0.8814662285913897,-0.24831296685183654,-1.0513535328549686,0,2.9032503090252337,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.8662956133035624,-0.270131400310233,1.6948933956395922,-1.6435670893064522,-0.5480932437464201,0,1,1,0,0.787303168159777,0,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,-0.30176521910649573,0,0,3,0,1,1,1,-1.1567399515040244,-0.27330037394865414,-0.6526568589761541,-0.24831296685183654,-0.8611406931489828,1,0.3032001635305081,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.343931436420596,-1.0047956244259384,0.19816424795874513,-1.690905441396682,-0.5480932437464201,0,1,0,0,-1.5093002860698053,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,-0.5187300728943647,0,0,3,0,0,0,0,-0.74924728022022,-0.27330037394865414,-0.4545467589716769,-0.24831296685183654,-0.8186031880569239,0,-0.34810168324166973,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0.5069073781579098,0.36657759392337835,0.42474521754710864,-0.25976561838312423,-0.5480932437464201,0,1,1,0,0.47156173812821356,0,-0.4868349044431689,-0.6504085499394767,1,1,1,0,1,-1.0041469728377184,0,0,3,0,0,0,0,-1.0752414172472635,-0.27330037394865414,-0.67561929842337,-0.24831296685183654,-0.8245403584976879,1,0.015828381741081456,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.030432922848753225,-0.41706424513337415,0.44092957251770604,0.3556329587898646,-0.5480932437464201,1,1,1,1,0.7939503561604415,1,-0.4868349044431689,2.348605544409371,0,0,0,1,1,0.436548826818839,0,1,4,0,0,0,1,-0.05650973903775272,-0.27330037394865414,0.20525720454788532,-0.24831296685183654,0.19954300853358403,1,-0.44424928225321914,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6263163339371682,-1.0047956244259384,-0.8823032898783368,0.03271777131722485,1.8245070732210271,0,1,0,1,-1.479387940066815,0,1.5905829883125042,0.6824866031044556,0,0,0,1,1,-0.939374288224648,0,1,4,0,0,0,0,0.39173219937443204,-0.27330037394865414,-0.4219693886036618,-0.24831296685183654,-0.623950559520455,0,-0.47840896815263906,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
-0.6871821796346748,1.8359060421547893,-1.178153298740857,1.3565009744118683,1.8245070732210271,1,1,1,0,1.476948923228718,1,2.629291934690341,-0.6504085499394767,1,1,1,0,1,1.3044082419703147,0,0,3,0,1,1,1,0.6769770692730951,-0.27330037394865414,-0.6093306100603169,-0.24831296685183654,0.8688690979291216,1,-0.4894301644882059,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.8651342454956852,-0.7109299347796563,1.2190733595040286,-1.9859248142447221,-0.5480932437464201,0,1,1,0,0.019552954083027783,0,-0.4868349044431689,-0.6504085499394767,1,0,1,0,1,-1.0285903873960816,1,0,4,0,1,1,0,-0.5455009445783179,2.1168335669292904,0.05304835952894336,-0.24831296685183654,-0.33107109350956865,0,-0.37138586572814836,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.8065911354139331,-0.36808663019232707,-1.4863034173810314,-1.467738924399884,-0.5480932437464201,0,1,1,0,-0.8213163280010305,0,-0.4868349044431689,-0.6504085499394767,0,0,1,0,0,0.36993224826422855,1,0,4,0,1,1,0,-1.1567399515040244,-0.27330037394865414,-0.8848326356091142,-0.24831296685183654,-1.002418124518982,1,0.3288595135530162,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.8662956133035624,-0.07422094054604492,-1.1457845887996623,0.6041593072635716,1.8245070732210271,0,0,1,1,-0.3194536339508612,0,0.5518740419346677,-0.31718476167849363,1,0,0,1,1,-0.7537556314429584,1,1,2,0,0,0,0,-0.4232531431931766,0.921766596490318,-0.7481446987350496,-0.24831296685183654,-0.5872978688688005,0,-0.3980700422954826,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1.6412924580608652,0.023734289336049142,-0.8479924573406704,0.005667284408522045,-0.5480932437464201,0,0,1,0,0.19902703010096928,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,1.054442414562064,0,0,2,1,0,0,0,-1.2382384857607853,-0.27330037394865414,-0.8615394614373499,-0.24831296685183654,-0.9981877596899366,1,1.0907752149342287,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.8054297676060559,-0.36808663019232707,-0.5132999965487163,-0.8396604314884406,-0.5480932437464201,1,1,1,0,-0.3659839499555126,1,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,1.1321696360977485,0,0,1,0,0,0,0,-0.8714950816053614,-0.27330037394865414,-0.6895455927177462,-0.24831296685183654,-0.7891965678550205,1,-0.2428318293342422,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1.4621790243919774,-0.7599075497207033,-1.4863034173810314,-1.9816981756652372,-0.5480932437464201,0,0,1,0,-0.6119299059800988,0,-0.4868349044431689,-0.6504085499394767,0,0,1,0,0,-0.9065624319316035,0,0,4,1,1,1,1,-0.74924728022022,-0.27330037394865414,-0.8848326356091142,-0.24831296685183654,-0.8243204632961783,1,-0.3137975536124221,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.20838498870976369,0.4645328238054724,-1.4863034173810314,0.9845567794172049,-0.5480932437464201,0,0,1,1,-0.6385186579827569,0,-0.4868349044431689,0.34926281484347255,1,1,0,1,0,-0.6446822129010944,0,1,4,0,0,0,1,0.5547292678879537,-0.27330037394865414,-0.8848326356091142,-0.24831296685183654,-0.3393468319663892,1,-0.4841759113429,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-1.4036359143102255,2.3746598065063065,0.003951988311576405,0.6143032398543352,-0.5480932437464201,1,0,1,0,0.27380789510844483,0,-0.4868349044431689,-0.6504085499394767,1,1,1,0,1,-0.9342681203865373,1,0,4,0,1,1,0,1.614210213225845,-0.27330037394865414,1.072927942446102,-0.24831296685183654,1.3571586092816772,1,-0.5141368218091077,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0.6860208118267975,-0.5150194750154682,-0.2789505365744661,0.9600422756561929,-0.5480932437464201,0,0,1,1,0.13920233809498894,0,-0.4868349044431689,-0.6504085499394767,0,0,1,1,1,0.6757349665688562,0,0,3,0,0,0,0,-1.115990684375644,-0.27330037394865414,-0.7746861603800568,-0.24831296685183654,-0.9038841318424558,1,0.14861703723701492,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.3886597901865286,-1.0047956244259384,1.6605825631019255,-0.3349997850979539,-0.5480932437464201,0,1,0,0,-1.4827115340671475,0,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,-1.0380935330947876,0,0,4,0,0,0,0,-0.9529936158621222,-0.27330037394865414,-0.3680714404567247,-0.24831296685183654,-0.8492803138675504,0,-0.1185370211535104,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.566611856047539,-0.07422094054604492,1.042987577423929,0.7318037923640129,1.8245070732210271,0,0,1,1,-0.11172900893009581,1,1.5905829883125042,2.6818293326703544,0,1,0,1,1,-0.8796132127860194,1,1,3,0,0,0,0,1.4919624118407038,-0.27330037394865414,2.2994694803882028,-0.24831296685183654,1.298882890481561,1,-0.5095492787396997,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.566611856047539,-1.0047956244259384,0.831296214408515,1.0893774161884282,-0.5480932437464201,0,1,0,1,-1.4843733310673135,0,-0.4868349044431689,2.348605544409371,0,0,0,1,1,0.9254171179861009,0,1,3,0,0,0,0,-0.34175460893641574,-0.27330037394865414,0.13005049057647428,-0.24831296685183654,-0.5728720455697541,0,-0.42765492389811843,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1.9398148475090113,0.12168951921814321,-1.1567899501796686,-1.6849881473854034,-0.5480932437464201,0,0,1,0,0.32033821111309646,1,-0.4868349044431689,-0.6504085499394767,0,0,1,0,1,0.09594852028412387,0,0,1,1,0,0,0,-0.4232531431931766,-0.27330037394865414,-0.7525623696986601,-0.24831296685183654,-0.42924906538365054,0,-0.404487556284809,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1.5815879801712358,0.4645328238054724,-1.0894630335019835,-1.0315498229970512,-0.5480932437464201,0,0,1,0,1.0133075601823696,0,-0.4868349044431689,-0.6504085499394767,1,0,0,0,1,0.37981362861760937,0,0,2,1,1,0,1,0.5547292678879537,-0.27330037394865414,-0.5517591440800031,-0.24831296685183654,0.5835254055699756,1,-0.4861941385046154,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
-0.14984187862801168,-1.0047956244259384,-0.30808237552154133,-0.05688696656785319,-0.5480932437464201,0,0,0,0,-1.4993295040688086,0,-0.4868349044431689,-0.6504085499394767,0,0,0,0,1,-0.6999990311472933,0,0,3,0,0,0,0,-0.5862502117066983,-0.27330037394865414,-0.4978730078875141,-0.24831296685183654,-0.8080551991845021,0,-0.3822131378708897,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
